FrameID, Prepare, Placement, Opacity, Upload, Render, Total
609, 1115, 2042, 2106, 569, 10701, 16535
610, 1190, 529, 25, 93, 10076, 11915
611, 1006, 1943, 57, 165, 10430, 13603
612, 974, 218, 10, 161, 10451, 11816
613, 1004, 148, 9, 269, 10417, 11848
614, 1308, 266, 2127, 496, 8764, 12963
615, 947, 194, 14, 79, 9222, 10458
616, 813, 142, 10, 92, 8930, 9988
617, 955, 187, 15, 332, 9667, 11159
618, 969, 363, 22, 116, 9464, 10937
619, 992, 140, 11, 305, 8973, 10423
620, 869, 139, 11, 318, 8936, 10275
621, 1130, 137, 67, 180, 9072, 10587
622, 759, 122, 9, 93, 8823, 9810
623, 718, 131, 10, 98, 9337, 10296
624, 933, 138, 9, 95, 9122, 10299
625, 861, 140, 37, 308, 8861, 10209
626, 966, 147, 10, 268, 9075, 10468
627, 911, 330, 21, 207, 8808, 10277
628, 939, 159, 16, 206, 8909, 10231
629, 982, 155, 10, 498, 8951, 10598
630, 1147, 951, 42, 265, 9592, 12000
631, 1238, 112, 10, 68, 9036, 10465
632, 880, 2059, 1792, 615, 8556, 13904
633, 929, 574, 19, 141, 8899, 10563
634, 1170, 1604, 1762, 507, 8548, 13594
635, 924, 565, 26, 84, 8697, 10299
636, 884, 2051, 1730, 429, 8516, 13612
637, 974, 552, 33, 92, 8845, 10499
638, 872, 1889, 1786, 425, 8515, 13489
639, 936, 500, 47, 175, 8930, 10589
640, 862, 1988, 1672, 471, 8456, 13451
641, 836, 531, 32, 105, 8886, 10391
642, 897, 1871, 52, 119, 8694, 11635
643, 971, 140, 20, 83, 9266, 10481
644, 930, 162, 16, 210, 9201, 10520
645, 1216, 137, 11, 203, 8955, 10524
646, 895, 137, 37, 294, 9305, 10670
647, 1186, 117, 11, 261, 8963, 10540
648, 1030, 227, 122, 487, 8591, 10459
649, 921, 137, 36, 311, 8898, 10305
650, 915, 175, 16, 272, 8935, 10315
651, 924, 134, 11, 93, 8996, 10160
652, 895, 135, 36, 262, 8844, 10173
653, 919, 137, 37, 218, 9379, 10692
654, 1143, 144, 14, 91, 9737, 11130
655, 876, 164, 16, 209, 9015, 10281
656, 902, 134, 37, 261, 8800, 10136
657, 902, 135, 11, 91, 9062, 10203
658, 936, 142, 37, 202, 9022, 10340
659, 1109, 141, 21, 160, 9076, 10509
660, 1152, 499, 22, 81, 9315, 11071
661, 940, 1954, 1843, 526, 8480, 13744
662, 1012, 567, 25, 84, 9056, 10747
663, 1120, 1958, 1930, 548, 8823, 14380
664, 961, 572, 28, 85, 9976, 11623
665, 958, 1843, 2431, 549, 8802, 14584
666, 1032, 596, 27, 90, 8983, 10730
667, 1010, 1842, 2002, 397, 8621, 13874
668, 1155, 792, 1442, 294, 8238, 11923
669, 1003, 1833, 1773, 438, 7721, 12771
670, 915, 574, 26, 83, 7689, 9290
671, 924, 1981, 1834, 464, 8474, 13679
