FrameID, Prepare, Placement, Opacity, Upload, Render, Total
304, 913, 0, 0, 3306, 15720, 19940
305, 836, 0, 0, 2736, 15197, 18769
306, 858, 0, 0, 2491, 16429, 19779
307, 810, 0, 0, 2849, 15824, 19483
308, 978, 0, 0, 2600, 16242, 19821
309, 1028, 0, 0, 2686, 16701, 20415
310, 744, 0, 0, 2593, 17209, 20547
311, 899, 0, 0, 2687, 17269, 20857
312, 3306, 0, 0, 3597, 22044, 28948
313, 974, 0, 0, 5419, 17740, 24133
314, 1185, 0, 0, 5534, 21699, 28419
315, 919, 0, 0, 2814, 16504, 20239
316, 1122, 0, 0, 2620, 16251, 19994
317, 999, 0, 0, 3187, 21325, 25512
318, 3670, 0, 0, 3839, 15737, 23247
319, 970, 0, 0, 3071, 14945, 18986
320, 851, 0, 0, 2592, 16193, 19636
321, 856, 0, 0, 2559, 16283, 19699
322, 832, 0, 0, 3486, 15984, 20303
323, 1319, 0, 0, 2978, 15565, 19863
324, 799, 0, 0, 2549, 20484, 23833
325, 941, 0, 0, 2693, 26439, 30075
326, 1446, 0, 0, 3131, 16549, 21126
327, 817, 0, 0, 1652, 12752, 15221
328, 918, 0, 0, 2796, 15717, 19432
329, 1135, 0, 0, 3171, 15941, 20249
330, 969, 0, 0, 6525, 20650, 28145
331, 1022, 0, 0, 4752, 22462, 28237
332, 898, 0, 0, 3914, 23610, 28423
333, 997, 0, 0, 3913, 24049, 28959
334, 957, 0, 0, 3804, 24412, 29174
335, 919, 0, 0, 3934, 23553, 28407
336, 791, 0, 0, 3804, 25104, 29699
337, 1096, 0, 0, 3887, 23538, 28522
338, 918, 0, 0, 3952, 24553, 29423
339, 1084, 0, 0, 4395, 23900, 29380
340, 911, 0, 0, 4066, 24533, 29511
341, 900, 0, 0, 10379, 23463, 34744
342, 1128, 0, 0, 5320, 29741, 36190
343, 971, 0, 0, 6567, 23345, 30884
344, 1951, 0, 0, 5381, 24877, 32210
345, 976, 0, 0, 4552, 23404, 28933
346, 1205, 0, 0, 3710, 24038, 28955
347, 1009, 0, 0, 4169, 25227, 30405
348, 1050, 0, 0, 3651, 23034, 27736
349, 990, 0, 0, 4334, 23896, 29221
350, 877, 0, 0, 1057, 12607, 14542
351, 2651, 0, 0, 3364, 18294, 24309
352, 976, 0, 0, 9721, 26155, 36853
353, 1610, 0, 0, 4632, 25741, 31983
354, 966, 0, 0, 3958, 24998, 29923
355, 947, 0, 0, 3917, 25068, 29933
356, 1041, 0, 0, 4312, 23893, 29247
357, 893, 0, 0, 4429, 22701, 28024
358, 982, 0, 0, 4185, 23126, 28295
359, 985, 0, 0, 4350, 20400, 25737
360, 1079, 0, 0, 3686, 19908, 24674
361, 1029, 0, 0, 3216, 19905, 24151
362, 970, 0, 0, 3349, 19733, 24053
363, 898, 0, 0, 3344, 20883, 25126
364, 1070, 0, 0, 3776, 19287, 24133
365, 1132, 0, 0, 3470, 22217, 26820
366, 717, 0, 0, 2370, 18540, 21628
367, 1301, 0, 0, 3794, 22942, 28037
368, 987, 0, 0, 4352, 19995, 25336
369, 1378, 0, 0, 3724, 20254, 25357
370, 846, 0, 0, 4142, 19740, 24729
371, 1112, 0, 0, 4135, 24105, 29353
372, 1825, 0, 0, 4065, 20248, 26138
373, 1574, 0, 0, 3894, 20122, 25590
374, 1259, 0, 0, 3286, 21155, 25701
375, 951, 0, 0, 3739, 19579, 24270
376, 970, 0, 0, 3432, 20466, 24869
377, 2215, 0, 0, 3686, 19259, 25161
378, 1510, 0, 0, 4378, 21095, 26984
379, 1240, 0, 0, 3944, 20392, 25576
380, 1047, 0, 0, 3757, 25396, 30201
381, 1290, 0, 0, 5112, 17639, 24041
382, 1155, 0, 0, 4448, 22499, 28103
383, 1680, 0, 0, 4255, 22233, 28169
384, 1381, 0, 0, 3778, 20806, 25966
385, 904, 0, 0, 3700, 21061, 25666
386, 987, 0, 0, 3748, 20479, 25215
387, 1021, 0, 0, 4011, 21772, 26805
388, 1135, 0, 0, 3452, 18128, 22715
389, 1052, 0, 0, 3555, 18111, 22718
390, 854, 0, 0, 3015, 18856, 22726
391, 832, 0, 0, 2249, 15036, 18118
392, 824, 0, 0, 2462, 14409, 17695
393, 906, 0, 0, 3316, 17378, 21601
394, 1263, 0, 0, 3596, 17492, 22353
395, 930, 0, 0, 3040, 19029, 23000
396, 2396, 0, 0, 2438, 14969, 19805
397, 1023, 0, 0, 2617, 15264, 18905
398, 868, 0, 0, 3473, 17199, 21541
399, 834, 0, 0, 3680, 17045, 21560
400, 919, 0, 0, 3458, 18765, 23143
401, 858, 0, 0, 3723, 17793, 22376
402, 969, 0, 0, 3463, 17567, 21999
403, 1622, 0, 0, 3689, 18219, 23531
404, 878, 0, 0, 3234, 16162, 20275
405, 884, 0, 0, 2281, 14908, 18075
406, 811, 0, 0, 3318, 18297, 22427
407, 763, 0, 0, 2385, 15864, 19013
408, 939, 0, 0, 1098, 9780, 11818
409, 2017, 0, 0, 104, 6043, 8165
410, 1696, 0, 0, 130, 6016, 7844
411, 910, 0, 0, 127, 5631, 6668
412, 1154, 0, 0, 129, 5687, 6970
413, 1187, 0, 0, 162, 6272, 7622
414, 1031, 0, 0, 312, 5875, 7219
415, 1199, 0, 0, 162, 7159, 8521
416, 918, 0, 0, 137, 6686, 7742
417, 871, 0, 0, 183, 7271, 8326
418, 1479, 0, 0, 115, 5665, 7261
419, 783, 0, 0, 133, 6216, 7133
420, 827, 0, 0, 93, 5852, 6773
421, 985, 0, 0, 179, 7194, 8359
422, 893, 0, 0, 130, 5939, 6963
423, 1218, 0, 0, 101, 5236, 6555
424, 613, 0, 0, 76, 5669, 6359
425, 840, 0, 0, 94, 5549, 6484
426, 864, 0, 0, 163, 6277, 7304
427, 891, 0, 0, 171, 7588, 8651
428, 854, 0, 0, 118, 6161, 7134
429, 863, 0, 0, 148, 5987, 6999
430, 928, 0, 0, 150, 7227, 8306
431, 1044, 0, 0, 158, 5925, 7129
432, 1321, 0, 0, 157, 6674, 8153
433, 1375, 0, 0, 103, 5397, 6876
434, 1043, 0, 0, 140, 6571, 7756
435, 935, 0, 0, 184, 6116, 7236
436, 786, 0, 0, 174, 7267, 8228
437, 1078, 0, 0, 157, 6183, 7419
438, 886, 0, 0, 361, 5952, 7200
439, 1063, 0, 0, 135, 6408, 7607
440, 1594, 0, 0, 517, 5412, 7524
441, 869, 0, 0, 139, 5804, 6812
442, 908, 0, 0, 158, 7009, 8075
443, 1124, 0, 0, 194, 5725, 7044
444, 1012, 0, 0, 280, 5865, 7158
445, 1341, 0, 0, 522, 5530, 7393
446, 862, 0, 0, 378, 6063, 7304
447, 892, 0, 0, 142, 5927, 6963
448, 977, 0, 0, 164, 6501, 7642
449, 889, 0, 0, 164, 5984, 7038
450, 4326, 0, 0, 131, 4991, 9449
451, 892, 0, 0, 153, 5592, 6638
452, 923, 0, 0, 124, 6161, 7209
453, 897, 0, 0, 149, 5670, 6718
454, 1177, 0, 0, 186, 7834, 9198
455, 976, 0, 0, 139, 6288, 7403
456, 1029, 0, 0, 156, 6281, 7467
457, 879, 0, 0, 112, 6104, 7096
458, 944, 0, 0, 133, 6141, 7219
459, 659, 0, 0, 180, 5913, 6754
